No,Kode,NamaPerusahaan,papanPencatatan,Sektor,numSelisih,numPenutupan,numGainers,Gainers,numVolume,Volume,numNilai,Nilai,numFreq,Freq
159,BUAH,Segar Kumala Indonesia Tbk.,Pengembangan,Noncyc,10,685,1.48%,gainersRendah,2519800,volumeRendah,1716166000,nilaiRendah,146,freqRendah
160,BUDI,Budi Starch & Sweetener Tbk.,Utama,Noncyc,-6,214,-2.73%,gainersRendah,819700,volumeRendah,175253800,nilaiRendah,187,freqRendah
161,BUKA,Bukalapak.com Tbk.,Pengembangan,Technology,4,284,1.43%,gainersRendah,215531500,volumeSedang volumeRendah,60710778400,nilaiSedang nilaiRendah,5757,freqSedang freqRendah
162,BUKK,Bukaka Teknik Utama Tbk.,Pengembangan,Infrasctructures,0,1065,0.00%,gainersRendah,100,volumeRendah,106500,nilaiRendah,1,freqRendah
163,BULL,Buana Lintas Lautan Tbk.,Pengembangan,Energy,-3,155,-1.90%,gainersRendah,330879500,volumeTinggi volumeSedang volumeRendah,51503025600,nilaiSedang nilaiRendah,3640,freqSedang freqRendah
164,BUMI,Bumi Resources Tbk.,Pengembangan,Energy,-7,173,-3.89%,gainersRendah,3632315800,volumeTinggi volumeSedang volumeRendah,630233670600,nilaiTinggi nilaiSedang nilaiRendah,28824,freqTinggi freqSedang freqRendah
165,BUVA,Bukit Uluwatu Villa Tbk.,Pengembangan,Cyclic,0,60,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
166,BVIC,Bank Victoria International Tbk.,Utama,Financials,-1,132,-0.75%,gainersRendah,10038600,volumeRendah,1318805400,nilaiRendah,762,freqRendah
167,BWPT,Eagle High Plantations Tbk.,Utama,Noncyc,0,69,0.00%,gainersRendah,12010300,volumeRendah,829028400,nilaiRendah,436,freqRendah
168,BYAN,Bayan Resources Tbk.,Utama,Energy,0,72900,0.00%,gainersRendah,11000,volumeRendah,801457500,nilaiRendah,52,freqRendah
169,CAKK,Cahayaputra Asa Keramik Tbk.,Pengembangan,Industrials,2,228,0.88%,gainersRendah,24964800,volumeSedang volumeRendah,5661374800,nilaiRendah,2497,freqRendah
170,CAMP,Campina Ice Cream Industry Tbk.,Utama,Noncyc,0,292,0.00%,gainersRendah,251400,volumeRendah,73140600,nilaiRendah,101,freqRendah
171,CANI,Capitol Nusantara Indonesia Tbk.,Pengembangan,Energy,2,80,2.56%,gainersSedang gainersRendah,4700,volumeRendah,375600,nilaiRendah,16,freqRendah
172,CARE,Metro Healthcare Indonesia Tbk.,Pengembangan,Healthcare,-12,484,-2.42%,gainersRendah,325993900,volumeTinggi volumeSedang volumeRendah,160185452600,nilaiSedang nilaiRendah,1701,freqRendah
173,CARS,Industri dan Perdagangan Bintraco Dharma Tbk.,Utama,Cyclic,5,90,5.88%,gainersSedang gainersRendah,328229200,volumeTinggi volumeSedang volumeRendah,29030050700,nilaiSedang nilaiRendah,4564,freqSedang freqRendah
174,CASA,Capital Financial Indonesia Tbk.,Pengembangan,Financials,-5,755,-0.66%,gainersRendah,148301100,volumeSedang volumeRendah,110935960500,nilaiSedang nilaiRendah,943,freqRendah
175,CASH,Cashlez Worldwide Indonesia Tbk.,Akselerasi,Technology,5,151,3.42%,gainersSedang gainersRendah,3803300,volumeRendah,575472000,nilaiRendah,167,freqRendah
176,CASS,Cardig Aero Services Tbk.,Pengembangan,Infrasctructures,-6,412,-1.44%,gainersRendah,95300,volumeRendah,39260200,nilaiRendah,30,freqRendah
177,CBMF,Cahaya Bintang Medan Tbk.,Pengembangan,Cyclic,0,50,0.00%,gainersRendah,260600,volumeRendah,13030000,nilaiRendah,10,freqRendah
178,CCSI,Communication Cable Systems Indonesia Tbk.,Pengembangan,Industrials,10,690,1.47%,gainersRendah,317000,volumeRendah,211048500,nilaiRendah,93,freqRendah
179,CEKA,Wilmar Cahaya Indonesia Tbk.,Utama,Noncyc,50,1975,2.60%,gainersSedang gainersRendah,28400,volumeRendah,56020000,nilaiRendah,31,freqRendah
180,CENT,Centratama Telekomunikasi Indonesia Tbk.,Pengembangan,Infrasctructures,-5,136,-3.55%,gainersRendah,5877000,volumeRendah,793101900,nilaiRendah,616,freqRendah
181,CFIN,Clipan Finance Indonesia Tbk.,Utama,Financials,-22,370,-5.61%,gainersRendah,26986600,volumeSedang volumeRendah,10023830200,nilaiRendah,1658,freqRendah
182,CHEM,Chemstar Indonesia Tbk.,Pengembangan,Basic Materials,-5,105,-4.55%,gainersRendah,14810200,volumeRendah,1597981100,nilaiRendah,1094,freqRendah
183,CINT,Chitose Internasional Tbk.,Pengembangan,Cyclic,0,222,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
184,CITA,Cita Mineral Investindo Tbk.,Pengembangan,Basic Materials,0,2940,0.00%,gainersRendah,2500,volumeRendah,7268000,nilaiRendah,10,freqRendah
185,CITY,Natura City Developments Tbk.,Utama,Properties & Real Estate,0,146,0.00%,gainersRendah,3300,volumeRendah,481800,nilaiRendah,7,freqRendah
186,CLAY,Citra Putra Realty Tbk.,Pengembangan,Cyclic,-70,980,-6.67%,gainersRendah,33700,volumeRendah,34773500,nilaiRendah,80,freqRendah
187,CLEO,Sariguna Primatirta Tbk.,Utama,Noncyc,-45,660,-6.38%,gainersRendah,27741000,volumeSedang volumeRendah,18815031000,nilaiSedang nilaiRendah,1837,freqRendah
188,CLPI,Colorpak Indonesia Tbk.,Pengembangan,Basic Materials,-10,930,-1.06%,gainersRendah,37600,volumeRendah,35154000,nilaiRendah,46,freqRendah
189,CMNP,Citra Marga Nusaphala Persada Tbk.,Utama,Infrasctructures,-120,1770,-6.35%,gainersRendah,166000,volumeRendah,293158500,nilaiRendah,128,freqRendah
190,CMNT,Cemindo Gemilang Tbk.,Utama,Basic Materials,0,875,0.00%,gainersRendah,46339100,volumeSedang volumeRendah,40189538000,nilaiSedang nilaiRendah,1284,freqRendah
191,CMPP,AirAsia Indonesia Tbk.,Pengembangan,Transportation & Logistic,0,220,0.00%,gainersRendah,370100,volumeRendah,81346400,nilaiRendah,104,freqRendah
192,CMRY,Cisarua Mountain Dairy Tbk.,Utama,Noncyc,-90,4710,-1.88%,gainersRendah,370500,volumeRendah,1756887000,nilaiRendah,738,freqRendah
193,CNKO,Exploitasi Energi Indonesia Tbk.,Pengembangan,Energy,0,50,0.00%,gainersRendah,6000,volumeRendah,300000,nilaiRendah,2,freqRendah
194,CNTX,Century Textile Industry Tbk.,Pengembangan,Cyclic,0,292,0.00%,gainersRendah,900,volumeRendah,262800,nilaiRendah,5,freqRendah
195,COAL,Black Diamond Resources Tbk.,Pengembangan,Energy,-6,224,-2.61%,gainersRendah,12132900,volumeRendah,2730775800,nilaiRendah,2223,freqRendah
196,COCO,Wahana Interfood Nusantara Tbk.,Pengembangan,Noncyc,-2,266,-0.75%,gainersRendah,982000,volumeRendah,273551800,nilaiRendah,523,freqRendah
